Tipología cliente	Nombre cliente	cli_rao	Dirección Cliente	Ciudad/poblacion	ZIP	Tipología cliente ok
VARIOS	MELOROUTES, S.L.	PIZZERIA NUN'S	000  - PIZZERIA NUN'S - CALLE INFANTA MERCEDES, 103 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	FERRARI TAPERIBAR, S.L.	LA SICILIANA BISTRO	000  - LA SICILIANA BISTRO - CALLE JULIAN CAMARILLO, 47 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	CASTILLO LORENZINI S.L.	400 GRADOS PIZZA	000  - 400 GRADOS PIZZA - CALLE DE MARIA DE MOLINA, 30 - MADRID	MADRID	28001	PIZZERIA/RESTAURANTE
VARIOS	PIZZERIA LA BEFANA, S.L.	LA BEFANA TIENDA	000  - LA BEFANA TIENDA - C/ MARQUES DE MONASTERIO, 4 BAJO IZ - Madrid	Madrid	28001	TIENDA
VARIOS	VALIMAR 2017 E00D	VALIMAR 2017 E00D	000  - VALIMAR 2017 E00D - CALLE SAN MAMES, 46 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	BUCCIARELLI LUCA	BELLA ROMA	000  - BELLA ROMA - CALLE SAN MIGUEL, 6 - ALHAURIN DE LA TORRE	ALHAURIN DE LA TORRE	29130	PIZZERIA/RESTAURANTE
VARIOS	FIORDICIGLIO LUIGI	RISTORANTE GINO E STELLA	000  - RISTORANTE GINO E STELLA - URB. LOS JARALES  CALAHONDA, 20-22 - MIJAS COSTA	BENALMADENA	29639	PIZZERIA/RESTAURANTE
VARIOS	GALPON ARGENTO 22, S,.L.	LA MUZZA	000  - LA MUZZA - CALLE CARIDAD, 91 - ESTEPONA	ESTEPONA	29680	PIZZERIA/RESTAURANTE
VARIOS	ROMEO'S ITALIAN GOURMET, S.L.	TRATTORIA MAMMA FRANCA	000  - TRATTORIA MAMMA FRANCA - AV. IMPERIO ARGENTINA, 7 LOC 10 - M·laga	Málaga	29001	PIZZERIA/RESTAURANTE
VARIOS	GIULIANI SIMONETTA	LA PINTA	000  - LA PINTA - CALLE JOSE CUBERO YIYO, 5 - FUENGIROLA	FUENGIROLA	29640	PIZZERIA/RESTAURANTE
VARIOS	VAITEKEVICIENTE VILDA	FOOD & DRINKS	000  - FOOD & DRINKS - AV. JUAN SEBASTIAN ELCANO, 2 - BENALMADENA COSTA	BENALMADENA	29639	PIZZERIA/RESTAURANTE
VARIOS	RICCIONE BANUS, S.L.	CELEBRITIES GOLD	000  - CELEBRITIES GOLD - PASEO BENABOLA, 13 B1 - MARBELLA PUERTO BANUS	MARBELLA PUERTO BANUS	29660	PIZZERIA/RESTAURANTE
VARIOS	CRACIUN GABRIELA	PAVAROTTI	000  - PAVAROTTI - C/ DUQUESA DE ARCOS, 65 - MANILVA	MANILVA	29691	PIZZERIA/RESTAURANTE
VARIOS	GAMO SERVICIOS HOSTELEROS, S.L.	CAVALA	000  - CAVALA - ALAMEDA DE COLON, 5 - M·laga	Málaga	29001	PIZZERIA/RESTAURANTE
VARIOS	CONSONNI ANDREA	CLIENTES PRESUPUESTO ANDREA*******	000  - CLIENTES PRESUPUESTO ANDREA******* - PASSEIG DE LA RIBERA, 103 - CANOVELLES	CANOVELLES	08420	quitar
VARIOS	ZAMBONI ESPINOSA GUGLIELMO	8-22 BAR RESTAURANT	000  - 8-22 BAR RESTAURANT - PASSEIG FRANCESC MACI¿, 10 - Sant Cugat del VallÈs	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	MASTER FURROW, S.L.	CLOUDSTREET BAKERY	000  - CLOUDSTREET BAKERY - CARRER ROSELL”, 112 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CREDICI SEMORE, S.L.	MADE IN SICILY BADALONA	000  - MADE IN SICILY BADALONA - PASSEIG DE LA RAMBLA, 7-9 - Badalona	Badalona	08390	PIZZERIA/RESTAURANTE
VARIOS	PIZZERIA GE.VA  26, S.L.	COR E PASSION	000  - COR E PASSION - AVINGUDA PARAL.LEL, 131 TIENDA5 - Barcelona	Barcelona	08006	TIENDA
VARIOS	GREEN ITALY BARCELONA 2020, SL	LISTO	000  - LISTO - AVINGUDA PARAL.LEL, 15 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	LA GLOTONERIA ITALIANA, S.C.	LUIGI	000  - LUIGI - CALLE GORGOS, 22 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	FILIP FILIP JOANA DORINA	A POMPEIA TRATTORIA PIZZERIA	000  - A POMPEIA TRATTORIA PIZZERIA - CARRER SANT BARTOMEU, 13 - Sant Cugat del VallÈs	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	BREAD AND FAST 2019, S.L.	RISTORANTE PUERTO MADERO	000  - RISTORANTE PUERTO MADERO - C/ BRASSANES, 31 - CAMBRILS	CAMBRILS	43850	PIZZERIA/RESTAURANTE
VARIOS	BREAD AND FAST 2019, S.L.	RISTORANTI LAMBORGHINI	000  - RISTORANTI LAMBORGHINI - C/ HUGO DE MOTCADAN, 1 BAIXOS - CAMBRILS	CAMBRILS	43850	PIZZERIA/RESTAURANTE
VARIOS	MARQUEZ RODRIGUEZ CRISTINA	BAR CAMINITO 2	000  - BAR CAMINITO 2 - C/ CIUTAT DE REUS, 19 - SALOU	SALOU	43840	PIZZERIA/RESTAURANTE
VARIOS	TENA PROJECT S.L.	PIZZA CORNER	000  - PIZZA CORNER - C/ DANTE ALIGHIERI, 125 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	HOMO PANIS COOP. V	PANADERIA HOMO PANIS	000  - PANADERIA HOMO PANIS - CARRER  ELS DOLORS, 58 - BENICASIM	BENICÀSSIM	12560	PIZZERIA/RESTAURANTE
VARIOS	TENTEM DELIVERY S.L.	TENTEM	000  - TENTEM - CARRER DEL CORRETGER, 9 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TUTTIPERUNOPERTUTTI, S.L.	ELS MOSQUETERS	000  - ELS MOSQUETERS - CARRER CASANOVA, 138 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	RAMESHCHANDRA CM, LDA	RAMESHCHANDRA CM, LDA	000  - RAMESHCHANDRA CM, LDA - RUA PEDRO ALVARES CABRAL 2, 1 DTO - PORTELA	PORTELA	38489	PIZZERIA/RESTAURANTE
VARIOS	TERAN SOS MIGUEL ANGEL	EMPANADAS TRY	000  - EMPANADAS TRY - C/ JOAQUIM RUBIO I ORS, 25 - SANT BOI DE LLOBREGAT	SANT BOI DE LLOBREGAT	08820	PIZZERIA/RESTAURANTE
VARIOS	DOCTOR QUESO SELECCION S.L.	CASA DE LOS QUESOS	000  - CASA DE LOS QUESOS - CALLE DE LOPEDE VEGA, 11 BAJOS - CASTALLA	CASTALLA	03420	PIZZERIA/RESTAURANTE
VARIOS	PONS MU—OZ ANTONI	PASTISSERIA SCHR	000  - PASTISSERIA SCHR - CARRER SANT BENET, 14 - MatarÛ	Mataró	08301	PIZZERIA/RESTAURANTE
VARIOS	CASTILLA GABRIELLA	CA LA NONNA	000  - CA LA NONNA - AVDA. CASTELL, 22 - TORRE DE CLARAMUNT, LA	LA TORRE DE CLARMUNT	08789	PIZZERIA/RESTAURANTE
VARIOS	VALDES MONTERO WENDY	ITALIA PIZZA	000  - ITALIA PIZZA - CALLE SAN MIGUEL, 15 PLANTA 4A - MISLATA	MISLATA	46920	PIZZERIA/RESTAURANTE
VARIOS	SAN MATEO HOTEL, S.L.	RESTAURANTE ATRIO	000  - RESTAURANTE ATRIO - PLAZA SAN MATEO, 1 - C·ceres	Cáceres	10004	PIZZERIA/RESTAURANTE
VARIOS	GRUPO OCHAN 2000, S.L.	OTTICA	000  - OTTICA - CALLE PADRE CLARET, 1 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	DENTAVITA, S.L.	PIZZAPROS CALLE ATOCHA	000  - PIZZAPROS CALLE ATOCHA - CALLE ATOCHA, 52 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	MCBM24 S.L.	CAFE LATE	000  - CAFE LATE - CALLE BRAVO MURILLO, 3559 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	CULIADOS S.L.	ZZAPI PIZZERIA	000  - ZZAPI PIZZERIA - CALLE DE NICOLAS SALMER”N, 47 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	ALVAREZ FUENMAYOR ALONSO	ALVAREZ FUENMAYOR ALONSO	000  - ALVAREZ FUENMAYOR ALONSO - CALLE DEL CONDE PE—ALVER, 66 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PALLEIRO GOURMET Y RESTAURACION SL	PALLEIRO GOURMET Y RESTAURACION	000  - PALLEIRO GOURMET Y RESTAURACION - CALLE YESO, 16 - ARGANDA DEL REY	ARGANDA DEL REY	28500	TIENDA
VARIOS	RIST. ITALIANO CHECCO Y PAOLA, S.C.	CHECCO Y PAOLA	000  - CHECCO Y PAOLA - AV. LAS PALMERA, 28/5 - BENALMADENA COSTA	BENALMADENA	29639	PIZZERIA/RESTAURANTE
VARIOS	HELADERIA ITALIANA 900, S.L.	HELADERIA ITALIANA	000  - HELADERIA ITALIANA - AV. DE MIJAS, 2 ED SERRANO 1 PO - FUENGIROLA	FUENGIROLA	29640	PIZZERIA/RESTAURANTE
VARIOS	TACOS HOLLYWOOD SL	RESTAURANTE LA TASCA	000  - RESTAURANTE LA TASCA - CC PUERTO MARINA SHOPPING 1 2 3 4 - BENALMADENA COSTA	BENALMADENA	29639	PIZZERIA/RESTAURANTE
VARIOS	CINNAMON PUERTO MARINA SL	LAGUNA / CINNAMON	000  - LAGUNA / CINNAMON - AV. DARSENA DE LEVANTE LOC A3 - BENALMADENA COSTA	BENALMADENA	29639	PIZZERIA/RESTAURANTE
VARIOS	LEONARDO ANDALUZ, S.L.	PIPAZZE	000  - PIPAZZE - AV. RAMON Y CAJAL, 8 - FUENGIROLA	FUENGIROLA	29640	PIZZERIA/RESTAURANTE
VARIOS	TRAMPANTOJO, S.L.	TRAMPANTOJO	000  - TRAMPANTOJO - CALLE RUIZ TAGLE, 8 1B - Algeciras	Algeciras	11202	PIZZERIA/RESTAURANTE
VARIOS	GONZALEZ GALAN DANIEL	PANADERIA RICO PALADAR	000  - PANADERIA RICO PALADAR - CALLE BANDA PLAYA, 61 - SANLUCAR DE BARRAMEDA	SANLUCAR DE BARRAMEDA	11540	PIZZERIA/RESTAURANTE
VARIOS	QUI—ONEZ LOPEZ MAYERLIN	PIZZERIA OASI	000  - PIZZERIA OASI - CALLE SAN MIGUEL, 6 - ALHAURIN DE LA TORRE	ALHAURIN DE LA TORRE	29130	PIZZERIA/RESTAURANTE
VARIOS	CERVECEROS ANDALUCES, S.L.	RINCON DEL CERVECERO	000  - RINCON DEL CERVECERO - CALLE CASAS DE CAMPO, 5 - M·laga	Málaga	29001	PIZZERIA/RESTAURANTE
VARIOS	BANDERA DE LA OLIVERA PATRICIA	DO—A DORA	000  - DO—A DORA - PASAJE FUENMOLINO, S/N - TORREMOLINOS	TORREMOLINOS	29620	PIZZERIA/RESTAURANTE
VARIOS	ULTRAMARINOS DE SELECCION, S.L.	EL ALMACEN DEL INDIANO	000  - EL ALMACEN DEL INDIANO - CALLE CISNEROS, 7 - M·laga	Málaga	29001	PIZZERIA/RESTAURANTE
VARIOS	CIVETTINI ANDREA	C. PRESUPUESTO ANDREA CIVETTINI***	000  - C. PRESUPUESTO ANDREA CIVETTINI*** - CARRER VILADOMAT, 17 PIS 4 2 - Barcelona	Barcelona	08006	quitar
PIZZERIES/REST.	GENERAL IMPORT SL	PIZZA SI - GENERAL IMPORT SL	000  - PIZZA SI - GENERAL IMPORT SL - PLAÇA VAPOR VENTALÓ, 2 LOC 5 - Terrassa	Terrassa	08223	PIZZERIA/RESTAURANTE
PIZZERIES/REST.	DOÑA MATILDA SL	DOÑA MATILDA SL	000  - DOÑA MATILDA SL - C/ PLANA DE L'HOSPITAL, 7 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	MARTIN MURCIA, SANTIAGO	SANTI MARTIN	000  - SANTI MARTIN - C. ST. PERE, 15 - MOIA	MOIA	08180	PIZZERIA/RESTAURANTE
PIZZERIES/REST.	DOC ITALIA FOOD S.L.	TOUCH ITALIA	000  - TOUCH ITALIA - RAMBLA CAN MORA, 22 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
PIZZERIES/REST.	PIZZERIA DIVINA PEDRALBES	L'ANGOLO DI  FRANCESCO	000  - L'ANGOLO DI  FRANCESCO - C. ALFAMBRA 11-13 BAIXOS 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	COMO LO COMO	COMO LO COMO	000  - COMO LO COMO - C/ BORDETA, 28 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	BUCA MASNOU, S.L.	PIZZERIA LA CAPRICCIOSA	000  - PIZZERIA LA CAPRICCIOSA - PORT ESPORTIU EL MASNOU - MASNOU, EL	MASNOU	08329	PIZZERIA/RESTAURANTE
VARIOS	TADEVOSYAN GOHAR	'LA PIZZA'	000  - 'LA PIZZA' - PLAÇA DE LA CANÇÓ CATALANA, S/N - PINEDA, LA	LA PINEDA	43481	PIZZERIA/RESTAURANTE
VARIOS	LA VECCHIA FATTORIA, S.L.	GELATERIA VENEZIA	000  - GELATERIA VENEZIA - Can Bruixa, 23-33 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SELLES FONT JUAN	XARCUTERIA	000  - XARCUTERIA - C/ EMÍLIA CARLES, 7 - CABRILS	CABRILS	08310	TIENDA
VARIOS	TALLER DE PASTA, S.L.	TALLER DE PIZZA	000  - TALLER DE PIZZA - C/ ARAGÓ, 309 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CEBRIAN BAYOT DOLORS	XARCUTERIA CANSALADERIA L'AVI DAVID	000  - XARCUTERIA CANSALADERIA L'AVI DAVID - C/ PRAGA, 4 - Barcelona	Barcelona	08006	TIENDA
VARIOS	CORAZON SICILIANO, S.L.	CORAZON SICILIANO	000  - CORAZON SICILIANO - CARRER SANT PAU, 49 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CORI, S.A.U	E.LECLERC PUNT DE TROBADA	000  - E.LECLERC PUNT DE TROBADA - CARRETERA GENERAL, KM 3 - SANT JULIÀ DE LÒRIA	SANT JULIÀ DE LÒIRA	AD600	PIZZERIA/RESTAURANTE
VARIOS	TRAM TRES 2012, S.L.	TRAM TRES 2012, S.L.	000  - TRAM TRES 2012, S.L. - C/ VIOLANT D'HONGRIA, 92 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TRASTY MOZZARELLERIA, S.L.	REINA MARGHERITA	000  - REINA MARGHERITA - P. JOAN DE BORBÓ COMTE BARCELONA,29 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MALOUF&CARICI, S.L.	RISTORANTE DA MIKA	000  - RISTORANTE DA MIKA - PRAT DE LA RIBA, 73 - MASNOU, EL	MASNOU	08329	PIZZERIA/RESTAURANTE
VARIOS	BERTOLINO MASSIMILIANO	VINOS Y MAX	000  - VINOS Y MAX - C/ PÀDUA, 76 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	COQUINAM CUM ARTE, S.LU	MANGIA E BEVI	000  - MANGIA E BEVI - PLAÇA EUROPA, 5 - Hospitalet de Llobregat,l	HOSPITALET DE LLOBREGAT	08904	PIZZERIA/RESTAURANTE
VARIOS	PASTIFICIO ANGELA BERTONI, S.C.P.	PASTIFICIO BERTONI	000  - PASTIFICIO BERTONI - Passeig Sant Gervasi, 28 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	HARPREET KAUR	PIZZERIA PALLETER	000  - PIZZERIA PALLETER - CALLE PALLETER, 33 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	PUGLIALOVE, S.L.	PUGLIA IN TAVOLA	000  - PUGLIA IN TAVOLA - C/ ESCUDELLERS,  41 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	OVARTEJ ZRT.	OVARTEJ ZRT.	000  - OVARTEJ ZRT. - MOSONMAGYARÓVÁR - HUNGRIA	HUNGRIA	9200	quitar
VARIOS	ITALUÑA, S.L.	LA CAPRICCIOSA VILADOMAT 265	000  - LA CAPRICCIOSA VILADOMAT 265 - C/ VILADOMAT, 265 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	STEFANO GOTTARDELLO	PIZZERIA IL DOGE	000  - PIZZERIA IL DOGE - AV. PORT DE MATARÓ, 7 - Mataró	Mataró	08301	PIZZERIA/RESTAURANTE
VARIOS	MIYU, S.L.	BARCELONA KITCHEN	000  - BARCELONA KITCHEN - CARRER DE LA MAQUINISTA, 12 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	PRODUCTOS LACTEOS LA TOSSA, S.L	PRODUCTOS LACTEOS LA TOSSA, S.L.	000  - PRODUCTOS LACTEOS LA TOSSA, S.L. - C/ DINAMARCA, 8 NAU 5 - IGUALADA	IGUALADA	08700	DISTRIBUIDOR
VARIOS	PUGLIALOVE, S.L.	PASTAMADRE (TALLERS 3)	000  - PASTAMADRE (TALLERS 3) - CARRER TALLERS, 3 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SERGIO SALLA VILCHES	SERGIO SALLA VILCHES	000  - SERGIO SALLA VILCHES - SINGUERLIN, 52 - Santa Coloma de Gramanet	SANTA COLOMA DE GARMANET	08920	PARTICULARES
VARIOS	P. VALLS, S.A.	FORN I PASTISERIA VALLS	000  - FORN I PASTISERIA VALLS - AV. PENEDÉS , 11 - RAPITA, LA	LA RAPITA	08730	PIZZERIA/RESTAURANTE
VARIOS	RAÚL FERNÁNDEZ FOLCH	ANTICA STAZIONE	000  - ANTICA STAZIONE - PLAÇA ENRIC MORERIA, 1 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	PIZZERIA MADE SICILY, S.L.	PIZZERIA MADE SICILIY	000  - PIZZERIA MADE SICILIY - CARRER  ESCUDELLERS, 35 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	IMPORTACION DE PROD.ITALIANOS, SL	IPI IMP.PRODUCTOS ITALIANOS	000  - IPI IMP.PRODUCTOS ITALIANOS - CARRIL DE MONTANEZ, 45 - Málaga	Málaga	29001	DISTRIBUIDOR
VARIOS	ITALIAN FOOD AND GOURMET S.L.	COSAS DE PASTA	000  - COSAS DE PASTA - C/  GANDUXER, 5-15 LOCAL 18 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MANOLETE & FRIENDS, S.L.	POSTA (ALIMENTACIÓN)	000  - POSTA (ALIMENTACIÓN) - PASSEIG D'ISABEL II, 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GRUPO ROHE LEVANTE, S.L.U	GRUPO ROHE LEVANTE	000  - GRUPO ROHE LEVANTE - AVD. MIGUEL DE CERVANTES, 2 - DEHESA DE CAMPOAMOR-Orihuela Costa	BENALMADENA	29639	PIZZERIA/RESTAURANTE
VARIOS	JPCL GROUP  8893, S.L.	LA CAPRICCIOSA COMTE BORRELL	000  - LA CAPRICCIOSA COMTE BORRELL - COMTE BORRELL, 147 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	EL EFECTO AMARELO, S.L.	AMARELO	000  - AMARELO - C/ VILLARROEL, 57 LOCAL 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	RESTAURANTE DOÑA CLOTILDA, S.L.	RESTAURANTE DOÑA CLOTILDA	000  - RESTAURANTE DOÑA CLOTILDA - CARRER SANT JOAN, 44 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	CIAL. DE XUCHES Y APERITIVOS, S.L.	COMERCIAL DE XUCHES Y APERITIVOS S.	000  - COMERCIAL DE XUCHES Y APERITIVOS S. - CARRER ESLÀ. 60 - Sabadell	Sabadell	08205	DISTRIBUIDOR
VARIOS	MASSIMINO E SASINO, S.L.	NAPOLI CENTRALE	000  - NAPOLI CENTRALE - PLAÇA DEL SORTIDOR,  15 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CALASICILIA, S.L.	COME IN SICILIA	000  - COME IN SICILIA - C/ INDÚSTRIA, 77 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CLAUDIO TAMAGNINI	RESTAURANTE PIZZERIA MEZZA LUNA	000  - RESTAURANTE PIZZERIA MEZZA LUNA - PLAÇA BARCELONA, 15 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	FRASARRIA, S.L.	TRATTORIA FARINA	000  - TRATTORIA FARINA - CARRER SANTA FE DE NOU MEXIC, 4 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	LA MEZCLA BY ANDREA, S.L.	LA MEZCLA	000  - LA MEZCLA - PLAÇA SANT PERE, 10 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	LA MEZCLA BY ANDREA, S.L.	LA MEZCLA (CARRER UNIÓ)	000  - LA MEZCLA (CARRER UNIÓ) - CARRER UNIÓ, 13 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	ASCIUTTO SEBASTIANO	PIZZERIA CIAO GIO	000  - PIZZERIA CIAO GIO - C/ ALTOS HORNOS, 69 LOCAL 27 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	AGHAJANYAN  ARTUR	URARTU XARCUTERIA	000  - URARTU XARCUTERIA - AVD. CONSTITUCIÓN, 105 - CASTELLDEFELS	CASTELLDEFELS	08860	TIENDA
VARIOS	GINESTA CLUB FAMILIAR, S.L.	TRE FORNI	000  - TRE FORNI - PORT GINESTA LOCAL, 210 - CASTELLDEFELS	CASTELLDEFELS	08860	PIZZERIA/RESTAURANTE
VARIOS	LA PINSERIA ITALIANA S.L.	LA PINSERIA ITALIANA	000  - LA PINSERIA ITALIANA - PASSEIG REINA ELISENDA MONTCADA, 7 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	RESTAURANTE EL VIEJO ROBLE SL	EL VIEJO ROBLE	000  - EL VIEJO ROBLE - RONDA EUROPA, 471 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	BORLAGDAN CALLOS EDELITA	RESTAURANTE PONTE VECCHIO	000  - RESTAURANTE PONTE VECCHIO - CARRETERA DE SANT BOI Nº 63 LOC. 27 - SANT VICENÇ DELS HORTS	SANT VICENÇ DELS HORTS	08620	PIZZERIA/RESTAURANTE
VARIOS	BAU COLLINS MARGO	MARGO BAU COLLINS	000  - MARGO BAU COLLINS - CARRER PONENT, 23 - SANTA MARIA DE PALAUTORDERA	SANTA MARIA DE PALAUTORDERA	08460	PIZZERIA/RESTAURANTE
VARIOS	SOLIDA LUIGI	L'HORTET DE L'ELENA	000  - L'HORTET DE L'ELENA - AV. JOSEP CROUS, 3 - CANOVES I SAMALÚS	CANOVA I SALAMÚS	08445	PIZZERIA/RESTAURANTE
VARIOS	RAF NAPOLI, 2017, S.L.	FORNO D'ORO	000  - FORNO D'ORO - GRAN VIA CORTS CATALANES, 295 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GREEN BEE SANT CUGAT, S.L.	GREEN BEE	000  - GREEN BEE - C/ SANT BONAVENTURA, 6 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	MUNIENTE CHRISTEL ALEXANDRA DANIELE	CHALET FORMATGERIA	000  - CHALET FORMATGERIA - PLAÇA DE SOLER CARBONELL, 65 - VILANOVA I LA GELTRU	Vilanova I la Gel Tru	08800	PIZZERIA/RESTAURANTE
VARIOS	CATIBERIC 2015, S.L.	LAMBORGHINI SECONDO	000  - LAMBORGHINI SECONDO - CARRER HUG DE MONTCADA, 1 - CAMBRILS	CAMBRILS	43850	PIZZERIA/RESTAURANTE
VARIOS	PUSE BIRRERIA, S.L.	PUSE BIRRERIA S.L.	000  - PUSE BIRRERIA S.L. - CARRER MAJOR, 18 - VIEHLA E MIJARAN	VIEHLA E MIJARAN	25530	PIZZERIA/RESTAURANTE
VARIOS	LA TIMPA, S.C.P.	LA TIMPA	000  - LA TIMPA - CARRER NOU DE LA RAMBLA, 154 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	FUSILLI, S.L.	SAVOIARDI CAPITOL VALENCIA	000  - SAVOIARDI CAPITOL VALENCIA - CALLE RIBERA, 16 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	BDN CROSTUM GROUP SL	CROSTA	000  - CROSTA - C/ CONONGE BARANERA, 83 - Badalona	Badalona	08390	PIZZERIA/RESTAURANTE
VARIOS	NONNA PEPPINA S.L	NONNA PEPPINA	000  - NONNA PEPPINA - C/ DEL MAR, 88 - Badalona	Badalona	08390	PIZZERIA/RESTAURANTE
VARIOS	RENZO CARRASI ROSARIO	REST. LOFT	000  - REST. LOFT - CARRER TRES CREUS, 15 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	RODRIGUEZ EXTREMERA ANGELA	EL REBOST DE L'ANGELA	000  - EL REBOST DE L'ANGELA - AVINGUDA CATALUNYA, 20-22  LOCAL 8 - RIPOLLET	RIPOLLET	08291	PIZZERIA/RESTAURANTE
VARIOS	SCUDERI DAVIDE	RESTAURANTE SU ENTU	000  - RESTAURANTE SU ENTU - CARRER DE AMILCAR, 134 BIS - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	BIONDI FEDERICO	BIONDI FEDERICO	000  - BIONDI FEDERICO - PASSEIG VALL D'HEBRON, 60 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	DA PASSEGGIO S.L.	PIZZA DA PASSEGGIO	000  - PIZZA DA PASSEGGIO - CARRER TEODORA LAMADRID, 50 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	OPEN FOOD, S.L.	PIZZERIA IL ROSSO	000  - PIZZERIA IL ROSSO - CALLE GUARDIA CIVIL, 21 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	RESTAURANTE PIZZERIA IL ROSSO, S.L.	RISTORANTE PIZZERIA IL ROSSO	000  - RISTORANTE PIZZERIA IL ROSSO - CALLE SEGRELLES, 1 3 - ONTINYENT	ONTINYENT	46870	PIZZERIA/RESTAURANTE
VARIOS	PACINI EMANUELE	CA L'ITALIÀ RESTAURACION	000  - CA L'ITALIÀ RESTAURACION - AVDA, CAP DE CAVALLERIA, 25 A - Maó	Maó	07700	PIZZERIA/RESTAURANTE
VARIOS	PIZZA Y PASTA LA CAÑADA, S.L.	PIZZERIA IL CORTILE CAÑADA PATERINA	000  - PIZZERIA IL CORTILE CAÑADA PATERINA - CALLE 29, 53 - CAÑADA, LA	LA CAÑADA	04639	PIZZERIA/RESTAURANTE
VARIOS	CASETTI GERMAN	LA PARADETTA DELLA NONNA EVA	000  - LA PARADETTA DELLA NONNA EVA - CARRER ITALIA, 50 EDIFICI CENTRE - MASNOU, EL	MASNOU	08329	PIZZERIA/RESTAURANTE
